DateId,Year,Quarter,Month,MonthName,Day,DayOfWeek,DayName
2018-01-20,2018,1,1,January,20,6,Saturday
2018-01-21,2018,1,1,January,21,7,Sunday
2018-01-22,2018,1,1,January,22,1,Monday
2018-01-23,2018,1,1,January,23,2,Tuesday
2018-01-24,2018,1,1,January,24,3,Wednesday
2018-01-25,2018,1,1,January,25,4,Thursday
2018-01-26,2018,1,1,January,26,5,Friday
2018-01-27,2018,1,1,January,27,6,Saturday
2018-01-28,2018,1,1,January,28,7,Sunday
2018-01-29,2018,1,1,January,29,1,Monday
2018-01-30,2018,1,1,January,30,2,Tuesday
2018-01-31,2018,1,1,January,31,3,Wednesday
2018-02-01,2018,1,2,February,1,4,Thursday
2018-02-02,2018,1,2,February,2,5,Friday
2018-02-03,2018,1,2,February,3,6,Saturday
2018-02-04,2018,1,2,February,4,7,Sunday
2018-02-05,2018,1,2,February,5,1,Monday
2018-02-06,2018,1,2,February,6,2,Tuesday
